Todos los mensajes del registro de eventos.
Fecha:	2023-07-26 11:07:27
Nombre de sistema:	44-52645
Nombre de controlador:	192.168.133.1
ID de controlador
	44-52645

RobotWare:	5.15.2005
Clave:	8sck58u9TAckcgmgkcTk6cP
Opciones:	
	RW Control module key
	RobotWare OS and English
	644-3 Spanish
		645-1 French
		709-x DeviceNet
			709-1 Master/Slave Single
			840-2 Profibus Fieldbus Adapter
			605-1 Multiple Axis Positioner
			609-1 Fixed Position Events
			618-1 Fieldbus Command Interface
			620-1 File and Serial Channel Handling
			621-1 Logical Cross Connections
			622-1 Analog Signal Interrupt
			623-1 Multitasking
			626-1 Advanced RAPID
			631-1 Electronically Linked Motors

DriveModule1
Clave:	nB7t92OQZI66v
Opciones:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 4400 Type B
			4400/60 Type B
			Add axes IRB/drive module 4400/940
				R2C2 Standard
					No drive in pos Y2



Mensajes de registro de Común
SeqNo     	Tipo	Categoría           	Código  	Título                                  	Fecha               	Descripción	Argumentos
24760898  	I   	Operativo           	10016   	Modo automático solicitado              	2023-07-24 21:25:52 	Se ha solicitado al sistema que pase al modo automático.	{args: }
24760899  	I   	Operativo           	10010   	Estado de Motores OFF                   	2023-07-24 21:25:52 	El sistema se encuentra en el estado Motores OFF. Entra en este estado después de pasar del modo manual al automático o si el circuito Motores ON se ha abierto durante la ejecución del programa.	{args: }
24760900  	E   	Sistema             	20072   	Comando no permitido                    	2023-07-24 21:25:53 	Este comando no se permite en el estado Motores OFF.	{args: "142"}
24760901  	I   	Operativo           	10017   	Modo automático confirmado              	2023-07-24 21:25:56 	El sistema se encuentra en el modo automático.	{args: }
24760902  	E   	Sistema             	20072   	Comando no permitido                    	2023-07-24 21:25:58 	Este comando no se permite en el estado Motores OFF.	{args: "142"}
24760903  	I   	Operativo           	10011   	Estado de Motores ON                    	2023-07-24 21:26:02 	El sistema se encuentra en el estado Motores ON.	{args: }
24760904  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-24 21:26:02 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24760905  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-24 21:26:02 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24760906  	I   	Operativo           	10151   	Programa iniciado                       	2023-07-24 21:26:02 	La ejecución de la tarea T_ROB1 ha empezado por la primera instrucción de la rutina de entrada de la tarea. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24760907  	W   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 21:26:05 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "Tarjeta_1", "/MainModule/main/Rearme/25", "ERR_NORUNUNIT"}
24760908  	E   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 21:26:05 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "Tarjeta_1", "/MainModule/main/Rearme/25", "ERR_NORUNUNIT"}
24760909  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 21:26:05 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41555. 	{args: "T_ROB1", "41555"}
24760910  	I   	Operativo           	10020   	Estado de error de ejecución            	2023-07-24 21:26:05 	La ejecución del programa de la tarea T_ROB1 se ha detenido a causa de un error espontáneo.	{args: "1", "T_ROB1"}
24760911  	I   	Operativo           	10126   	Programa detenido                       	2023-07-24 21:26:06 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un error.	{args: "1", "T_ROB1"}
24760912  	E   	Sistema             	20195   	Datos de sistema perdidos durante el último apagado del sistema	2023-07-26 06:48:24 	Normalmente, todos los datos de sistema se guardan al apagar. Durante el último apagado, el guardado de los datos ha fallado. El sistema ha sido reiniciado utilizando los últimos datos válidos del sistema, guardados anteriormente en MON JUL 24 21:26:12 2023. 	{args: "MON JUL 24 21:26:12 2023", "MON JUL 24 21:26:12 2023"}
24760913  	E   	Sistema             	20193   	Aviso de actualización de datos de robot	2023-07-26 06:48:24 	Los valores de sincronización de los ejes y los datos deinformación de servicio (SIS) han sido restaurados desde la copia de seguridad.Los datos de robot independiente de sistemano se guardaron durante el cierre del sistema. Losdatos han sido restaurados desde la última copia de seguridad.	{args: }
24760914  	I   	Operativo           	10045   	Sistema reiniciado                      	2023-07-26 06:48:24 	Se ha reiniciado un sistema ya instalado.	{args: }
24760916  	I   	Operativo           	10002   	Puntero de programa restablecido        	2023-07-26 06:48:56 	El puntero de programa de la tarea T_ROB1 se ha restablecido.	{args: "1", "0", "T_ROB1"}
24760917  	I   	Operativo           	10021   	Restablecimiento de error de ejecución  	2023-07-26 06:48:56 	 La ejecución del programa de la tarea T_ROB1 ha abandonado el estado de error espontáneo. 	{args: "1", "T_ROB1"}
24760918  	E   	Operativo           	10048   	Tarea de segundo plano detenida         	2023-07-26 06:48:58 	La tarea Supervison se ha detenido sin motivo aparente.	{args: "Supervison"}
24760919  	E   	Operativo           	10082   	Supervisión de tareas de RAPID          	2023-07-26 06:48:58 	La tarea Supervison no está en funcionamiento. El sistema cambiará al estado SysFail. Ahora es imposible cambiar a Motores ON . 	{args: "Supervison"}
24760920  	I   	Operativo           	10125   	Programa detenido                       	2023-07-26 06:48:58 	La tarea Supervison se ha detenido. Se debe a que se ha producido un paro externo o interno.	{args: "2", "Supervison"}
24760921  	I   	Operativo           	10014   	Estado de fallo de sistema              	2023-07-26 06:48:58 	La ejecución de todas las tareas de tipo NORMAL se ha detenido a causa de un problema de funcionamiento.	{args: }
24760922  	E   	Operativo           	10106   	Mensaje de servicio                     	2023-07-26 06:48:59 	Ha llegado el momento de realizar el servicio técnico del robot ROB_1 porque han transcurrido 460 días desde el último servicio técnico.	{args: "460", "ROB_1"}
24760923  	I   	Operativo           	10250   	Paso de restauración ejecutado          	2023-07-26 06:51:02 	El paso de restauración 'Prepare' se ha ejecutado en su totalidad.	{args: "0"}
24760924  	I   	Operativo           	10251   	Paso de restauración ejecutado          	2023-07-26 06:51:03 	El paso de restauración 'Configuration' se ha ejecutado en su totalidad.	{args: "1"}
24760925  	E   	Operativo           	10354   	Restauración anulada por la pérdida de datos del sistema.	2023-07-26 06:51:03 	El sistema está utilizando una copia de seguridad de los datos del sistema, dado que los datos del sistema no se guardaron correctamente al apagar el sistema por última vez. Por ello, se volvió a intentar una restauración solicitada anteriormente desde el directorio /hd0a/MARTINEZ/44-52645_Backup_20230706/, pero el intento fue anulado.	{args: "/hd0a/MARTINEZ/44-52645_Backup_20230706/", "/hd0a/MARTINEZ/44-52645_Backup_20230706/"}
24760926  	W   	E/S y comunicación  	71300   	Aviso de comunicación de bus DeviceNet  	2023-07-26 07:36:00 	Se ha producido un número reducido de errores en el bus DeviceNet <DeviceNet1>. 	{args: "DeviceNet1"}
24760927  	E   	E/S y comunicación  	71299   	Sin alimentación en el bus de DeviceNet 	2023-07-26 07:36:00 	Falta la alimentación de 24 V proveniente de la fuente de alimentación de DeviceNet.	{args: "DeviceNet1"}
24760928  	E   	E/S y comunicación  	71301   	Bus desconectado, fallo de comunicación del bus DeviceNet	2023-07-26 07:36:00 	Se ha producido un número elevado de errores en el bus DeviceNet <DeviceNet1>. 	{args: "DeviceNet1"}
24760929  	I   	E/S y comunicación  	71412   	El bus de DeviceNet ha recuperado la alimentación de bus	2023-07-26 07:51:53 	El bus de DeviceNet <DeviceNet1> ha recuperado la alimentación de bus de 24 V. 	{args: "DeviceNet1"}
24760930  	I   	E/S y comunicación  	71390   	El bus de DeviceNet se ha recuperado del estado de bus apagado	2023-07-26 07:51:55 	El bus de DeviceNet < DeviceNet1> se ha recuperado del estado de bus apagado.	{args: "DeviceNet1"}
24760931  	I   	Operativo           	10250   	Paso de restauración ejecutado          	2023-07-26 09:52:03 	El paso de restauración 'Prepare' se ha ejecutado en su totalidad.	{args: "0"}
24760932  	I   	Operativo           	10251   	Paso de restauración ejecutado          	2023-07-26 09:52:03 	El paso de restauración 'Configuration' se ha ejecutado en su totalidad.	{args: "1"}
24760933  	E   	Operativo           	10354   	Restauración anulada por la pérdida de datos del sistema.	2023-07-26 09:52:03 	El sistema está utilizando una copia de seguridad de los datos del sistema, dado que los datos del sistema no se guardaron correctamente al apagar el sistema por última vez. Por ello, se volvió a intentar una restauración solicitada anteriormente desde el directorio /hd0a/MARTINEZ/44-52645_Backup_20230706/, pero el intento fue anulado.	{args: "/hd0a/MARTINEZ/44-52645_Backup_20230706/", "/hd0a/MARTINEZ/44-52645_Backup_20230706/"}
24760934  	E   	Sistema             	20193   	Aviso de actualización de datos de robot	2023-07-26 09:53:09 	Los valores de sincronización de los ejes y los datos deinformación de servicio (SIS) han sido restaurados desde la copia de seguridad.Los datos de robot independiente de sistemano se guardaron durante el cierre del sistema. Losdatos han sido restaurados desde la última copia de seguridad.	{args: }
24760935  	I   	Operativo           	10045   	Sistema reiniciado                      	2023-07-26 09:53:09 	Se ha reiniciado un sistema ya instalado.	{args: }
24760937  	E   	Operativo           	10304   	Actualización solicitada                	2023-07-26 09:53:43 	Se ha realizado una actualización de la configuración del programa.	{args: "0", "0", "0", "0"}
24760938  	E   	Sistema             	20365   	Actualización de configuración terminada	2023-07-26 09:53:43 	Todas las tareas se devuelven a su rutina Main como consecuencia de los cambios de configuración.	{args: "0", "0", "0", "0"}
24760939  	I   	Operativo           	10002   	Puntero de programa restablecido        	2023-07-26 09:53:43 	El puntero de programa de la tarea Supervison se ha restablecido.	{args: "2", "0", "Supervison"}
24760940  	I   	Operativo           	10012   	Estado de paro protegido                	2023-07-26 09:53:43 	El sistema se encuentra en el estado de paro protegido. Entra en este estado después de pasar del modo automático al manual o si el circuito Motores ON ha sido abierto por un paro de emergencia, un paro general, un paro automático o un paro superior.	{args: }
24760941  	I   	Operativo           	10015   	Modo manual seleccionado                	2023-07-26 09:53:43 	El sistema se encuentra en el modo manual.	{args: }
24760942  	I   	Operativo           	10150   	Programa iniciado                       	2023-07-26 09:53:43 	La ejecución de la tarea T_ROB1 ha empezado por la primera instrucción de la rutina de entrada de la tarea. No fue posible determinar el origen.	{args: "1", "T_ROB1"}
24760943  	I   	Operativo           	10150   	Programa iniciado                       	2023-07-26 09:53:43 	La ejecución de la tarea Supervison ha empezado por la primera instrucción de la rutina de entrada de la tarea. No fue posible determinar el origen.	{args: "2", "Supervison"}
24760944  	E   	Operativo           	10106   	Mensaje de servicio                     	2023-07-26 09:53:44 	Ha llegado el momento de realizar el servicio técnico del robot ROB_1 porque han transcurrido 460 días desde el último servicio técnico.	{args: "460", "ROB_1"}
24760945  	I   	Operativo           	10002   	Puntero de programa restablecido        	2023-07-26 09:53:44 	El puntero de programa de la tarea T_ROB1 se ha restablecido.	{args: "1", "0", "T_ROB1"}
24760946  	I   	Operativo           	10129   	Programa detenido                       	2023-07-26 09:53:44 	La tarea T_ROB1 se ha detenido. Se debe a que la rutina de evento de RESET o POWER_ON se ha ejecutado en su totalidad.	{args: "1", "T_ROB1"}
24760947  	I   	Operativo           	10250   	Paso de restauración ejecutado          	2023-07-26 09:54:49 	El paso de restauración 'Prepare' se ha ejecutado en su totalidad.	{args: "0"}
24760948  	I   	Operativo           	10251   	Paso de restauración ejecutado          	2023-07-26 09:54:49 	El paso de restauración 'Configuration' se ha ejecutado en su totalidad.	{args: "1"}
24760949  	I   	Operativo           	10252   	Paso de restauración ejecutado          	2023-07-26 09:54:49 	La restauración de 'Task' se ha ejecutado en su totalidad.	{args: "2"}
24760950  	I   	Operativo           	10045   	Sistema reiniciado                      	2023-07-26 09:55:14 	Se ha reiniciado un sistema ya instalado.	{args: }
24760952  	I   	Operativo           	10002   	Puntero de programa restablecido        	2023-07-26 09:55:51 	El puntero de programa de la tarea T_ROB1 se ha restablecido.	{args: "1", "0", "T_ROB1"}
24760953  	I   	Operativo           	10002   	Puntero de programa restablecido        	2023-07-26 09:55:51 	El puntero de programa de la tarea Supervison se ha restablecido.	{args: "2", "0", "Supervison"}
24760954  	I   	Operativo           	10253   	Paso de restauración ejecutado          	2023-07-26 09:55:52 	La restauración de 'User Task' se ha ejecutado en su totalidad.	{args: "3"}
24760955  	I   	Operativo           	10012   	Estado de paro protegido                	2023-07-26 09:55:52 	El sistema se encuentra en el estado de paro protegido. Entra en este estado después de pasar del modo automático al manual o si el circuito Motores ON ha sido abierto por un paro de emergencia, un paro general, un paro automático o un paro superior.	{args: }
24760956  	I   	Operativo           	10015   	Modo manual seleccionado                	2023-07-26 09:55:53 	El sistema se encuentra en el modo manual.	{args: }
24760957  	I   	Operativo           	10150   	Programa iniciado                       	2023-07-26 09:55:53 	La ejecución de la tarea T_ROB1 ha empezado por la primera instrucción de la rutina de entrada de la tarea. No fue posible determinar el origen.	{args: "1", "T_ROB1"}
24760958  	I   	Operativo           	10150   	Programa iniciado                       	2023-07-26 09:55:53 	La ejecución de la tarea Supervison ha empezado por la primera instrucción de la rutina de entrada de la tarea. No fue posible determinar el origen.	{args: "2", "Supervison"}
24760959  	E   	Operativo           	10106   	Mensaje de servicio                     	2023-07-26 09:55:54 	Ha llegado el momento de realizar el servicio técnico del robot ROB_1 porque han transcurrido 460 días desde el último servicio técnico.	{args: "460", "ROB_1"}
24760960  	I   	Operativo           	10002   	Puntero de programa restablecido        	2023-07-26 09:55:54 	El puntero de programa de la tarea T_ROB1 se ha restablecido.	{args: "1", "0", "T_ROB1"}
24760961  	I   	Operativo           	10129   	Programa detenido                       	2023-07-26 09:55:54 	La tarea T_ROB1 se ha detenido. Se debe a que la rutina de evento de RESET o POWER_ON se ha ejecutado en su totalidad.	{args: "1", "T_ROB1"}
24760962  	I   	Operativo           	10016   	Modo automático solicitado              	2023-07-26 09:56:46 	Se ha solicitado al sistema que pase al modo automático.	{args: }
24760963  	I   	Operativo           	10010   	Estado de Motores OFF                   	2023-07-26 09:56:46 	El sistema se encuentra en el estado Motores OFF. Entra en este estado después de pasar del modo manual al automático o si el circuito Motores ON se ha abierto durante la ejecución del programa.	{args: }
24760964  	I   	Operativo           	10017   	Modo automático confirmado              	2023-07-26 09:56:48 	El sistema se encuentra en el modo automático.	{args: }
24760965  	I   	Operativo           	10011   	Estado de Motores ON                    	2023-07-26 09:56:54 	El sistema se encuentra en el estado Motores ON.	{args: }
24760966  	W   	Operativo           	10068   	Iniciar programa                        	2023-07-26 09:56:54 	Imposible iniciar el programa para la tarea T_ROB1. 	{args: "T_ROB1"}
24760967  	W   	Sistema             	20142   	Inicio rechazado                        	2023-07-26 09:56:54 	El inicio/reinicio del programa a través de las E/S del sistema fue rechazado.	{args: "-1052"}
24760968  	I   	Operativo           	10002   	Puntero de programa restablecido        	2023-07-26 09:57:16 	El puntero de programa de la tarea T_ROB1 se ha restablecido.	{args: "1", "0", "T_ROB1"}
24760969  	I   	Operativo           	10010   	Estado de Motores OFF                   	2023-07-26 09:57:19 	El sistema se encuentra en el estado Motores OFF. Entra en este estado después de pasar del modo manual al automático o si el circuito Motores ON se ha abierto durante la ejecución del programa.	{args: }
24760970  	I   	Operativo           	10011   	Estado de Motores ON                    	2023-07-26 09:57:23 	El sistema se encuentra en el estado Motores ON.	{args: }
24760971  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-26 09:57:23 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24760972  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-26 09:57:23 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24760973  	I   	Operativo           	10151   	Programa iniciado                       	2023-07-26 09:57:23 	La ejecución de la tarea T_ROB1 ha empezado por la primera instrucción de la rutina de entrada de la tarea. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24760974  	I   	Operativo           	10125   	Programa detenido                       	2023-07-26 09:57:26 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un paro externo o interno.	{args: "1", "T_ROB1"}
24760975  	I   	Operativo           	10010   	Estado de Motores OFF                   	2023-07-26 09:57:26 	El sistema se encuentra en el estado Motores OFF. Entra en este estado después de pasar del modo manual al automático o si el circuito Motores ON se ha abierto durante la ejecución del programa.	{args: }
24760976  	I   	Operativo           	10011   	Estado de Motores ON                    	2023-07-26 09:57:31 	El sistema se encuentra en el estado Motores ON.	{args: }
24760977  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-26 09:57:31 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24760978  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-26 09:57:31 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24760979  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-26 09:57:32 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24760980  	W   	Programa            	41617   	Frecuencia excesiva de instrucciones de escritura	2023-07-26 09:57:48 	Una frecuencia elevada de instrucciones de escritura en la interfaz de usuario, por ejemplo de TPWrite, ha forzado la ralentización de la ejecución del programa.	{args: }
24760981  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 09:58:25 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24760982  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 09:58:36 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24760983  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:03:40 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24760984  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:04:50 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24760985  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:06:30 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.71 V, fuera del rango permitido.	{args: "5", "4.71"}
24760986  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:07:10 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24760987  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:09:26 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24760988  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:09:52 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24760989  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:13:52 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24760990  	I   	Operativo           	10125   	Programa detenido                       	2023-07-26 10:13:55 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un paro externo o interno.	{args: "1", "T_ROB1"}
24760991  	I   	Operativo           	10010   	Estado de Motores OFF                   	2023-07-26 10:13:55 	El sistema se encuentra en el estado Motores OFF. Entra en este estado después de pasar del modo manual al automático o si el circuito Motores ON se ha abierto durante la ejecución del programa.	{args: }
24760992  	I   	Operativo           	10011   	Estado de Motores ON                    	2023-07-26 10:14:01 	El sistema se encuentra en el estado Motores ON.	{args: }
24760993  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-26 10:14:01 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24760994  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-26 10:14:01 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24760995  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-26 10:14:01 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24760996  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:14:42 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24760997  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:19:38 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24760998  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:22:28 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24760999  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:24:33 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761000  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:24:44 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761001  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:25:38 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761002  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:25:49 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761003  	I   	Operativo           	10125   	Programa detenido                       	2023-07-26 10:26:03 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un paro externo o interno.	{args: "1", "T_ROB1"}
24761004  	I   	Operativo           	10010   	Estado de Motores OFF                   	2023-07-26 10:26:03 	El sistema se encuentra en el estado Motores OFF. Entra en este estado después de pasar del modo manual al automático o si el circuito Motores ON se ha abierto durante la ejecución del programa.	{args: }
24761005  	I   	Operativo           	10011   	Estado de Motores ON                    	2023-07-26 10:26:53 	El sistema se encuentra en el estado Motores ON.	{args: }
24761006  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-26 10:26:53 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24761007  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-26 10:26:54 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24761008  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-26 10:26:54 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24761009  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:27:06 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761010  	I   	Operativo           	10125   	Programa detenido                       	2023-07-26 10:27:12 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un paro externo o interno.	{args: "1", "T_ROB1"}
24761011  	I   	Operativo           	10010   	Estado de Motores OFF                   	2023-07-26 10:27:12 	El sistema se encuentra en el estado Motores OFF. Entra en este estado después de pasar del modo manual al automático o si el circuito Motores ON se ha abierto durante la ejecución del programa.	{args: }
24761012  	I   	Operativo           	10011   	Estado de Motores ON                    	2023-07-26 10:27:39 	El sistema se encuentra en el estado Motores ON.	{args: }
24761013  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-26 10:27:39 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24761014  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-26 10:27:40 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24761015  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-26 10:27:40 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24761016  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:27:58 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761017  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:28:04 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_DescPieza/MoveJ/124	{args: "T_ROB1", "/PROCESO/OP60_DescPieza/MoveJ/124"}
24761018  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:28:14 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761019  	I   	Operativo           	10125   	Programa detenido                       	2023-07-26 10:28:14 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un paro externo o interno.	{args: "1", "T_ROB1"}
24761020  	I   	Operativo           	10010   	Estado de Motores OFF                   	2023-07-26 10:28:15 	El sistema se encuentra en el estado Motores OFF. Entra en este estado después de pasar del modo manual al automático o si el circuito Motores ON se ha abierto durante la ejecución del programa.	{args: }
24761021  	I   	Operativo           	10011   	Estado de Motores ON                    	2023-07-26 10:28:22 	El sistema se encuentra en el estado Motores ON.	{args: }
24761022  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-26 10:28:22 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24761023  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-26 10:28:23 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
